13, 9, 14, 13, 17, 2, 0, 1, 16, 6, 11, 7, 8, 15, 8, 2, 11, 2, 12, 19, 0, 5, 6, 17, 0, 17, 3, 3, 18, 1, 2, 3, 2, 8, 8, 19, 11, 0, 12, 19, 7, 15, 7, 15, 11, 7, 9, 14, 9, 2, 5, 19979.000000
13, 9, 14, 13, 17, 2, 0, 1, 16, 6, 11, 7, 8, 15, 8, 2, 11, 2, 12, 19, 0, 5, 6, 17, 0, 17, 3, 3, 18, 1, 2, 3, 2, 8, 8, 19, 11, 0, 12, 19, 7, 15, 7, 15, 11, 7, 9, 14, 9, 2, 9, 39904.550781
13, 9, 14, 13, 17, 2, 0, 1, 16, 6, 11, 7, 8, 15, 8, 2, 11, 2, 12, 19, 0, 5, 6, 17, 0, 17, 3, 3, 18, 1, 2, 3, 2, 8, 8, 19, 11, 0, 12, 19, 7, 15, 7, 15, 11, 7, 9, 14, 9, 2, 12, 49799.750000
13, 9, 14, 13, 17, 2, 0, 1, 16, 6, 11, 7, 8, 15, 8, 2, 11, 2, 12, 19, 0, 5, 6, 17, 0, 17, 3, 3, 18, 1, 2, 3, 2, 8, 8, 19, 11, 0, 12, 19, 7, 15, 7, 15, 11, 7, 9, 14, 9, 2, 16, 59657.750000
13, 9, 14, 13, 17, 2, 0, 1, 16, 6, 11, 7, 8, 15, 8, 2, 11, 2, 12, 19, 0, 5, 6, 17, 0, 17, 3, 3, 18, 1, 2, 3, 2, 8, 8, 19, 11, 0, 12, 19, 7, 15, 7, 15, 11, 7, 9, 14, 9, 2, 21, 59468.746094
13, 9, 14, 13, 17, 2, 0, 1, 16, 6, 11, 7, 8, 15, 8, 2, 11, 2, 12, 19, 0, 5, 6, 17, 0, 17, 3, 3, 18, 1, 2, 3, 2, 8, 8, 19, 11, 0, 12, 19, 7, 15, 7, 15, 11, 7, 9, 14, 9, 2, 26, 69240.742188
13, 9, 14, 13, 17, 2, 0, 1, 16, 6, 11, 7, 8, 15, 8, 2, 11, 2, 12, 19, 0, 5, 6, 17, 0, 17, 3, 3, 18, 1, 2, 3, 2, 8, 8, 19, 11, 0, 12, 19, 7, 15, 7, 15, 11, 7, 9, 14, 9, 2, 35, 78928.984375
13, 9, 14, 13, 17, 2, 0, 1, 16, 6, 11, 7, 8, 15, 8, 2, 11, 2, 12, 19, 0, 5, 6, 17, 0, 17, 3, 3, 18, 1, 2, 3, 2, 8, 8, 19, 11, 0, 12, 19, 7, 15, 7, 15, 11, 7, 9, 14, 9, 2, 49, 98517.570312
13, 9, 14, 13, 17, 2, 0, 1, 16, 6, 11, 7, 8, 15, 8, 2, 11, 2, 12, 19, 0, 5, 6, 17, 0, 17, 3, 3, 18, 1, 2, 3, 2, 8, 8, 19, 11, 0, 12, 19, 7, 15, 7, 15, 11, 7, 9, 14, 9, 2, 51, 97928.046875
13, 9, 14, 13, 17, 2, 0, 1, 16, 6, 11, 7, 8, 15, 8, 2, 11, 2, 12, 19, 0, 5, 6, 17, 0, 17, 3, 3, 18, 1, 2, 3, 2, 8, 8, 19, 11, 0, 12, 19, 7, 15, 7, 15, 11, 7, 9, 14, 9, 2, 73, 117377.171875
13, 9, 14, 13, 17, 2, 0, 1, 16, 6, 11, 7, 8, 15, 8, 2, 11, 2, 12, 19, 0, 5, 6, 17, 0, 17, 3, 3, 18, 1, 2, 3, 2, 8, 8, 19, 11, 0, 12, 19, 7, 15, 7, 15, 11, 7, 9, 14, 9, 2, 93, 126509.945312
13, 9, 14, 13, 17, 2, 0, 1, 16, 6, 11, 7, 8, 15, 8, 2, 11, 2, 12, 19, 0, 5, 6, 17, 0, 17, 3, 3, 18, 1, 2, 3, 2, 8, 8, 19, 11, 0, 12, 19, 7, 15, 7, 15, 11, 7, 9, 14, 9, 2, 116, 145497.421875
13, 9, 14, 13, 17, 2, 0, 1, 16, 6, 11, 7, 8, 15, 8, 2, 11, 2, 12, 19, 0, 5, 6, 17, 0, 17, 3, 3, 18, 1, 2, 3, 2, 8, 8, 19, 11, 0, 12, 19, 7, 15, 7, 15, 11, 7, 9, 14, 9, 2, 143, 153622.953125
13, 9, 14, 13, 17, 2, 0, 1, 16, 6, 11, 7, 8, 15, 8, 2, 11, 2, 12, 19, 0, 5, 6, 17, 0, 17, 3, 3, 18, 1, 2, 3, 2, 8, 8, 19, 11, 0, 12, 19, 7, 15, 7, 15, 11, 7, 9, 14, 9, 2, 171, 152566.375000
13, 9, 14, 13, 17, 2, 0, 1, 16, 6, 11, 7, 8, 15, 8, 2, 11, 2, 12, 19, 0, 5, 6, 17, 0, 17, 3, 3, 18, 1, 2, 3, 2, 8, 8, 19, 11, 0, 12, 19, 7, 15, 7, 15, 11, 7, 9, 14, 9, 2, 198, 190720.343750
13, 9, 14, 13, 17, 2, 0, 1, 16, 6, 11, 7, 8, 15, 8, 2, 11, 2, 12, 19, 0, 5, 6, 17, 0, 17, 3, 3, 18, 1, 2, 3, 2, 8, 8, 19, 11, 0, 12, 19, 7, 15, 7, 15, 11, 7, 9, 14, 9, 2, 212, 198372.718750
13, 9, 14, 13, 17, 2, 0, 1, 16, 6, 11, 7, 8, 15, 8, 2, 11, 2, 12, 19, 0, 5, 6, 17, 0, 17, 3, 3, 18, 1, 2, 3, 2, 8, 8, 19, 11, 0, 12, 19, 7, 15, 7, 15, 11, 7, 9, 14, 9, 2, 224, 206368.578125
13, 9, 14, 13, 17, 2, 0, 1, 16, 6, 11, 7, 8, 15, 8, 2, 11, 2, 12, 19, 0, 5, 6, 17, 0, 17, 3, 3, 18, 1, 2, 3, 2, 8, 8, 19, 11, 0, 12, 19, 7, 15, 7, 15, 11, 7, 9, 14, 9, 2, 232, 203944.531250
13, 9, 14, 13, 17, 2, 0, 1, 16, 6, 11, 7, 8, 15, 8, 2, 11, 2, 12, 19, 0, 5, 6, 17, 0, 17, 3, 3, 18, 1, 2, 3, 2, 8, 8, 19, 11, 0, 12, 19, 7, 15, 7, 15, 11, 7, 9, 14, 9, 2, 240, 231753.750000
13, 9, 14, 13, 17, 2, 0, 1, 16, 6, 11, 7, 8, 15, 8, 2, 11, 2, 12, 19, 0, 5, 6, 17, 0, 17, 3, 3, 18, 1, 2, 3, 2, 8, 8, 19, 11, 0, 12, 19, 7, 15, 7, 15, 11, 7, 9, 14, 9, 2, 249, 228729.218750
13, 9, 14, 13, 17, 2, 0, 1, 16, 6, 11, 7, 8, 15, 8, 2, 11, 2, 12, 19, 0, 5, 6, 17, 0, 17, 3, 3, 18, 1, 2, 3, 2, 8, 8, 19, 11, 0, 12, 19, 7, 15, 7, 15, 11, 7, 9, 14, 9, 2, 264, 226602.328125
13, 9, 14, 13, 17, 2, 0, 1, 16, 6, 11, 7, 8, 15, 8, 2, 11, 2, 12, 19, 0, 5, 6, 17, 0, 17, 3, 3, 18, 1, 2, 3, 2, 8, 8, 19, 11, 0, 12, 19, 7, 15, 7, 15, 11, 7, 9, 14, 9, 2, 278, 254001.359375
13, 9, 14, 13, 17, 2, 0, 1, 16, 6, 11, 7, 8, 15, 8, 2, 11, 2, 12, 19, 0, 5, 6, 17, 0, 17, 3, 3, 18, 1, 2, 3, 2, 8, 8, 19, 11, 0, 12, 19, 7, 15, 7, 15, 11, 7, 9, 14, 9, 2, 289, 249786.531250
13, 9, 14, 13, 17, 2, 0, 1, 16, 6, 11, 7, 8, 15, 8, 2, 11, 2, 12, 19, 0, 5, 6, 17, 0, 17, 3, 3, 18, 1, 2, 3, 2, 8, 8, 19, 11, 0, 12, 19, 7, 15, 7, 15, 11, 7, 9, 14, 9, 2, 294, 248037.984375
13, 9, 14, 13, 17, 2, 0, 1, 16, 6, 11, 7, 8, 15, 8, 2, 11, 2, 12, 19, 0, 5, 6, 17, 0, 17, 3, 3, 18, 1, 2, 3, 2, 8, 8, 19, 11, 0, 12, 19, 7, 15, 7, 15, 11, 7, 9, 14, 9, 2, 311, 245216.015625
13, 9, 14, 13, 17, 2, 0, 1, 16, 6, 11, 7, 8, 15, 8, 2, 11, 2, 12, 19, 0, 5, 6, 17, 0, 17, 3, 3, 18, 1, 2, 3, 2, 8, 8, 19, 11, 0, 12, 19, 7, 15, 7, 15, 11, 7, 9, 14, 9, 2, 316, 241781.484375
13, 9, 14, 13, 17, 2, 0, 1, 16, 6, 11, 7, 8, 15, 8, 2, 11, 2, 12, 19, 0, 5, 6, 17, 0, 17, 3, 3, 18, 1, 2, 3, 2, 8, 8, 19, 11, 0, 12, 19, 7, 15, 7, 15, 11, 7, 9, 14, 9, 2, 325, 238770.703125
13, 9, 14, 13, 17, 2, 0, 1, 16, 6, 11, 7, 8, 15, 8, 2, 11, 2, 12, 19, 0, 5, 6, 17, 0, 17, 3, 3, 18, 1, 2, 3, 2, 8, 8, 19, 11, 0, 12, 19, 7, 15, 7, 15, 11, 7, 9, 14, 9, 2, 323, 235376.328125
13, 9, 14, 13, 17, 2, 0, 1, 16, 6, 11, 7, 8, 15, 8, 2, 11, 2, 12, 19, 0, 5, 6, 17, 0, 17, 3, 3, 18, 1, 2, 3, 2, 8, 8, 19, 11, 0, 12, 19, 7, 15, 7, 15, 11, 7, 9, 14, 9, 2, 317, 251715.093750
13, 9, 14, 13, 17, 2, 0, 1, 16, 6, 11, 7, 8, 15, 8, 2, 11, 2, 12, 19, 0, 5, 6, 17, 0, 17, 3, 3, 18, 1, 2, 3, 2, 8, 8, 19, 11, 0, 12, 19, 7, 15, 7, 15, 11, 7, 9, 14, 9, 2, 304, 268847.062500
13, 9, 14, 13, 17, 2, 0, 1, 16, 6, 11, 7, 8, 15, 8, 2, 11, 2, 12, 19, 0, 5, 6, 17, 0, 17, 3, 3, 18, 1, 2, 3, 2, 8, 8, 19, 11, 0, 12, 19, 7, 15, 7, 15, 11, 7, 9, 14, 9, 2, 289, 266821.875000
13, 9, 14, 13, 17, 2, 0, 1, 16, 6, 11, 7, 8, 15, 8, 2, 11, 2, 12, 19, 0, 5, 6, 17, 0, 17, 3, 3, 18, 1, 2, 3, 2, 8, 8, 19, 11, 0, 12, 19, 7, 15, 7, 15, 11, 7, 9, 14, 9, 2, 294, 264290.937500
13, 9, 14, 13, 17, 2, 0, 1, 16, 6, 11, 7, 8, 15, 8, 2, 11, 2, 12, 19, 0, 5, 6, 17, 0, 17, 3, 3, 18, 1, 2, 3, 2, 8, 8, 19, 11, 0, 12, 19, 7, 15, 7, 15, 11, 7, 9, 14, 9, 2, 290, 271299.031250
13, 9, 14, 13, 17, 2, 0, 1, 16, 6, 11, 7, 8, 15, 8, 2, 11, 2, 12, 19, 0, 5, 6, 17, 0, 17, 3, 3, 18, 1, 2, 3, 2, 8, 8, 19, 11, 0, 12, 19, 7, 15, 7, 15, 11, 7, 9, 14, 9, 2, 292, 278260.906250
13, 9, 14, 13, 17, 2, 0, 1, 16, 6, 11, 7, 8, 15, 8, 2, 11, 2, 12, 19, 0, 5, 6, 17, 0, 17, 3, 3, 18, 1, 2, 3, 2, 8, 8, 19, 11, 0, 12, 19, 7, 15, 7, 15, 11, 7, 9, 14, 9, 2, 280, 285213.593750
13, 9, 14, 13, 17, 2, 0, 1, 16, 6, 11, 7, 8, 15, 8, 2, 11, 2, 12, 19, 0, 5, 6, 17, 0, 17, 3, 3, 18, 1, 2, 3, 2, 8, 8, 19, 11, 0, 12, 19, 7, 15, 7, 15, 11, 7, 9, 14, 9, 2, 291, 312647.031250
13, 9, 14, 13, 17, 2, 0, 1, 16, 6, 11, 7, 8, 15, 8, 2, 11, 2, 12, 19, 0, 5, 6, 17, 0, 17, 3, 3, 18, 1, 2, 3, 2, 8, 8, 19, 11, 0, 12, 19, 7, 15, 7, 15, 11, 7, 9, 14, 9, 2, 282, 309292.343750
